
ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
1117,     3,     0,     3,     8,     1,     6,     7,     5,     0,     9,     7,     6,     7,     1,     9,     4,     8,     4,     3,     8
1118,     3,     7,     6,     8,     8,     8,     5,     5,     4,     7,     1,     5,     5,     8,     4,     1,     9,     7,     4,     0
1119,    10,     9,     8,     9,     7,     7,     8,     6,     5,     2,     2,     5,     5,     4,     2,     7,     1,     4,     5,     0
1120,    10,     9,     9,    10,     8,     7,     9,     6,     5,     4,     2,     6,     5,     3,     1,     5,     1,     6,     3,     3
1121,    10,     9,     8,     9,     9,     7,    10,     7,     4,     2,     4,     6,     4,     5,     4,     3,     1,     3,     3,     1
1122,     4,     2,     1,     8,     5,     5,     9,     4,     0,     8,     8,     6,     7,     2,     7,     5,     8,     4,     3,     4
1123,     2,     2,     5,     5,     5,     5,     4,     5,     7,     8,     0,     8,     3,     2,     2,     8,     6,     4,     9,     3
1124,     5,     5,     8,     7,     0,     6,     4,     4,     8,     3,     0,     6,     2,     2,     5,     4,     7,     4,     1,     3
1125,     6,     3,     4,     7,     7,     4,     7,     5,     5,     7,     0,     5,     3,     7,     1,     5,     7,     4,     5,     1
1126,     2,     1,     4,     9,     2,     6,     7,     2,     0,     9,     7,     5,     9,     1,     7,     6,     9,     5,     5,     5
1127,     4,     3,     4,     8,     4,     4,     8,     6,     0,     9,     8,     7,     6,     6,     8,     2,     7,     3,     3,     6
1128,     6,     4,     9,     6,     0,     3,     4,     3,    10,     1,     0,     5,     1,     2,     3,     4,     6,     3,     3,     7
1129,     3,     5,     6,     3,     0,     5,     4,     5,    10,     0,     0,     6,     1,     3,     2,     5,     6,     5,     1,     2
1130,     3,     2,     2,     8,     1,     5,    10,     4,     0,     9,     7,     3,     6,     7,    10,     6,     9,     8,     3,     5
1131,     4,     3,     5,     8,     4,     7,     9,     7,     1,     6,     8,     6,     6,     2,     8,     7,     8,     6,     4,     7
1132,     9,     8,     8,    10,     7,     6,    10,     5,     2,     2,     2,     4,     2,     2,     4,     1,     2,     6,     5,     3
1133,     9,     8,     8,    10,     9,     3,     9,     6,     3,     2,     1,     5,     4,     4,     0,     5,     3,     5,     5,     4
1134,     1,     3,     0,     7,     3,     9,     8,     6,     1,    10,     8,     2,     7,     5,     4,     5,     9,     3,     7,     5
1135,     1,     1,     2,     8,     5,     5,     5,     6,     2,    10,     9,     5,     9,     3,     6,     7,     9,     3,     4,     3
1136,     5,     1,     7,     7,     8,     5,     8,     6,     5,     7,     0,     5,     4,     6,     3,     7,     9,     4,     3,     1
1137,     4,     3,     8,     7,     7,     5,     7,     6,     6,    10,     2,     6,     5,     7,     2,     4,     6,     7,     0,     2
1138,     4,     9,     8,     6,     0,     6,     7,     5,    10,     3,     0,     4,     2,     0,     3,     4,     6,     7,     1,     1
1139,     3,     4,     6,     9,     4,     7,     7,     5,     6,     7,     3,     3,     3,     4,     2,     7,     8,     5,     6,     2
1140,     1,     0,     1,     8,     1,     5,     7,     5,     1,     9,     6,     5,     6,     4,     4,     3,     7,     4,     4,     6
1141,     4,     6,     7,     7,     6,     4,     7,     3,     5,     8,     3,     4,     4,     5,     3,     4,     7,     5,     4,     2
1142,     8,     0,     6,     7,     5,     6,     5,     5,     4,     5,     1,     7,     3,     5,     3,     6,     8,     3,     7,     2
1143,     8,     5,     9,     5,     1,     6,     5,     4,     6,     2,     0,     8,     5,     6,     5,     6,    10,     5,     0,     3
1144,     5,     7,    10,     4,     0,     7,     5,     4,     7,     2,     3,     3,     2,     3,     4,     3,     8,     5,     0,     2
1145,    10,     9,     9,     9,     9,     8,     9,     4,     3,     2,     1,     9,     7,     5,     1,     9,     1,     6,     5,     1
1146,     2,     2,     1,    10,     1,     5,     9,     5,     1,     8,     9,     5,     7,     2,     6,     5,     8,     3,     5,     7
1147,    10,     9,     9,     8,    10,     8,     7,     3,     5,     1,     1,     5,     3,     2,     3,     7,     2,     3,     2,     3
1148,     2,     1,     1,     8,     0,     6,     7,     4,     2,     8,    10,     4,     8,     5,     5,     7,     8,     6,     6,     6
1149,    10,    10,     7,     7,     8,     6,     8,     3,     1,     2,     4,     6,     3,     2,     0,     6,     1,     5,     4,     3
1150,     9,     8,     6,    10,     9,     8,     8,     7,     6,     2,     2,     3,     4,     3,     1,     6,     3,     4,     3,     1
1151,     1,     1,     1,     8,     2,     3,     9,     7,     2,     8,     7,     5,     7,     4,     6,     4,     9,     2,     5,     5
1152,     0,     3,     2,     9,     2,     7,    10,     4,     3,     8,     8,     5,     6,     5,     7,     6,     9,     7,     5,     9
1153,     6,     2,     8,     7,     6,     5,     7,     6,     4,     7,     6,     4,     1,     6,     3,     4,     9,     2,     5,     2
1154,     0,     3,     1,     8,     3,     6,     7,     3,     3,     9,     7,     3,     7,     3,     5,     6,     9,     3,     7,     5
1155,     3,     0,     1,     7,     5,     6,     5,     7,     0,     8,     7,     4,     4,     2,     7,     4,     8,     3,     4,     8
1156,     1,     1,     2,     8,     2,     8,     9,     4,     0,     9,     9,     8,     8,     5,     8,     7,     8,     5,     5,     2
1157,     1,     1,     2,    10,     2,     5,     6,     6,     1,    10,     7,     6,     9,     4,     9,     4,     9,     2,     6,     6
1158,     1,     3,     0,     9,     2,     7,     9,     8,     1,     9,     7,     7,     6,     4,     9,     6,     8,     3,     5,     5
1159,     1,     1,     1,     8,     2,     5,     5,     5,     1,     9,     9,     4,     6,     3,     8,     4,     6,     5,     2,     6
1160,    10,     7,     8,     7,     9,     7,     9,     5,     3,     2,     0,     5,     7,     4,     2,     5,     1,     3,     3,     3
1161,     4,     3,     5,     8,     7,     5,     8,     4,     7,     6,     4,     4,     8,     6,     5,     5,     6,     6,     7,     3
1162,     3,     5,    10,     8,     0,     6,     4,     5,     7,     1,     4,     6,     3,     0,     4,     3,     9,     6,     0,     5
1163,     2,     1,     0,     7,     4,     7,    10,     5,     1,     8,     8,     7,     6,     3,     5,     4,     9,     7,     6,     4
1164,    10,     6,     9,     7,     7,     8,     9,     8,     5,     0,     1,     3,     3,     4,     1,     5,     0,     4,     2,     0
1165,     6,     8,     9,     6,     0,     6,     5,     5,     7,     3,     1,     7,     2,     3,     4,     5,     9,     3,     0,     5
1166,     7,     8,     9,     7,     0,     7,     3,     8,    10,     0,     0,     5,     3,     1,     1,     1,     6,     5,     1,     3
1167,     2,     5,    10,     7,     0,     6,     4,     6,     9,     3,     0,     4,     2,     5,     3,     7,     9,     6,     0,     3
1168,     9,     8,     8,    10,     8,     2,     9,     6,     4,     2,     0,     8,     3,     4,     3,     5,     0,     7,     5,     0
1169,     6,     4,    10,     6,     0,     9,     5,     7,     9,     3,     1,     5,     4,     3,     1,     6,     9,     4,     1,     3
1170,     3,     4,     3,     7,     3,     6,    10,     8,     1,     9,     8,     4,     6,     1,     2,     4,     7,     6,     6,     7
1171,     6,     2,     6,     9,     8,     6,     8,     4,     4,     7,     3,     5,     3,     4,     5,     4,     8,     2,     4,     0
1172,     6,     7,     8,     5,     1,     8,     5,     4,    10,     3,     0,     4,     2,     3,     4,     5,     9,     3,     1,     2
1173,     0,     0,     3,     6,     2,     7,     9,     6,     0,    10,     6,     6,     8,     3,     7,     4,     9,     3,     8,     7
1174,    10,     7,     8,     9,     8,     8,    10,     4,     3,     3,     2,     5,     5,     4,     4,     6,     0,     4,     5,     2
1175,     2,     4,     9,     8,     0,     9,     6,     5,     6,     4,     0,     6,     4,     1,     4,     6,     8,     3,     0,     3
1176,     3,     0,     2,     5,     3,     4,     8,     2,     2,     8,     9,     7,     5,     4,     8,     5,     7,     6,     6,     6
1177,     4,     5,     5,     4,     5,     5,     5,     5,     6,     9,     1,     6,     5,     6,     1,     6,     8,     4,     3,     2
1178,     5,     3,     9,     9,     5,     7,     6,     7,     6,     7,     3,     7,     2,     7,     4,     6,     9,     5,     2,     3
1179,     4,     2,     6,     5,     5,     8,     5,     5,     8,     9,     3,     7,     4,     6,     2,     5,     9,     6,     4,     1
1180,     2,     5,     9,     7,     1,     8,     7,     9,     8,     1,     1,     9,     3,     3,     2,     7,     7,     2,     0,     6
1181,     0,     3,     4,     8,     1,     7,    10,     5,     0,    10,     7,     4,     6,     2,     6,     3,     8,     6,     5,     4
1182,     6,     5,     9,     4,     0,     8,     3,     7,     7,     1,     2,     5,     3,     3,     4,     3,     5,     6,     0,     4
1183,     2,     4,     2,     9,     1,     6,     9,     6,     1,     8,     9,     3,     7,     3,     5,     7,     9,     5,     5,     5
1184,     2,     4,     2,     9,     2,     6,     9,     4,     1,     9,     8,     6,     6,     3,     6,     3,     8,     3,     5,     8
1185,     0,     4,     2,     8,     2,     7,     6,     1,     0,     9,     6,     7,     6,     3,     8,     6,     9,     5,     3,     8
1186,    10,     8,     7,     9,    10,     7,     9,     5,     5,     2,     2,     6,     6,     2,     3,     5,     0,     3,     7,     2
1187,    10,     7,     7,     9,     8,     5,     9,     4,     6,     2,     4,     6,     6,     3,     3,     7,     0,     5,     2,     5
1188,     2,     2,     2,     9,     1,     5,     9,     5,     3,     8,     9,     6,     7,     2,     6,     3,     8,     4,     4,     6
1189,     9,    10,     4,     8,     9,     7,     7,     4,     4,     3,     3,     3,     4,     3,     4,     2,     1,     6,     4,     1
1190,     4,     5,     6,     6,     7,     6,     8,     5,     7,     9,     2,     4,     5,     6,     3,     5,     8,     3,     3,     3
1191,    10,     9,     7,     9,     8,     6,     9,     6,     3,     3,     2,     4,     4,     2,     2,     3,     1,     4,     5,     3
1192,     4,     3,     9,     8,     7,     6,     8,     3,     4,     6,     5,     5,     3,     1,     3,     4,     8,     4,     6,     3
1193,     5,     8,     8,     5,     0,     6,     7,     5,     9,     1,     0,     6,     4,     2,     1,     6,     7,     4,     1,     5
1194,     2,     8,    10,     5,     0,     7,     5,     3,     7,     1,     1,     5,     3,     3,     4,     4,     9,     6,     2,     3
1195,     1,     2,     1,     8,     2,     7,     8,     2,     0,    10,     7,     7,     6,     2,     4,     3,     8,     5,     7,     6
1196,     5,     5,     3,     7,     4,     6,     6,     4,     7,     8,     2,     3,     2,     8,     2,     7,     5,     4,     6,     3
1197,     2,     2,     3,     8,     2,     8,    10,     5,     0,     6,     9,     6,     5,     2,     7,     2,     8,     5,     6,     5
1198,     3,     0,     5,     6,     7,     5,     4,     8,     2,     7,     2,     4,     5,     4,     3,     6,     7,     4,     5,     3
1199,     6,     6,     8,     7,     0,     8,     5,     4,     8,     1,     1,     5,     4,     2,     4,     4,     8,     8,     1,     4
1200,     1,     4,     2,     8,     3,     5,     9,     2,     3,     8,     8,     5,     7,     2,     7,     7,     9,     4,     5,     5
